0,1,104.757,545.199,203.877,233.627,104.757,545.199,203.877,233.627,0,0.824104,nan,nan
0,2,274.124,138.728,19.534,23.8148,274.124,138.728,19.534,23.8148,0,0.784964,nan,nan
0,3,525.589,140.245,19.2401,27.2437,525.589,140.245,19.2401,27.2437,0,0.775906,nan,nan
0,4,547.931,139.417,22.3486,25.1012,547.931,139.417,22.3486,25.1012,0,0.757199,nan,nan
0,5,254.68,138.927,21.5498,23.7823,254.68,138.927,21.5498,23.7823,0,0.756601,nan,nan
0,6,504.006,139.531,21.9214,25.9355,504.006,139.531,21.9214,25.9355,0,0.75591,nan,nan
0,7,195.031,138.723,22.4787,23.3807,195.031,138.723,22.4787,23.3807,0,0.734359,nan,nan
0,8,372.063,138.346,21.6774,24.7421,372.063,138.346,21.6774,24.7421,0,0.729675,nan,nan
0,9,328.47,137.926,22.3661,24.8076,328.47,137.926,22.3661,24.8076,0,0.726214,nan,nan
0,10,738.258,139.1,21.3992,23.1866,738.258,139.1,21.3992,23.1866,0,0.725176,nan,nan
0,11,295.938,138.152,19.7335,25.3815,295.938,138.152,19.7335,25.3815,0,0.721925,nan,nan
0,12,596.339,138.442,25.7871,24.9441,596.339,138.442,25.7871,24.9441,0,0.718359,nan,nan
0,13,351.004,138.508,18.4706,24.7016,351.004,138.508,18.4706,24.7016,0,0.70147,nan,nan
0,14,112.103,138.208,23.4618,24.2867,112.103,138.208,23.4618,24.2867,0,0.664982,nan,nan
0,15,417.495,138.244,19.475,25.1789,417.495,138.244,19.475,25.1789,0,0.646193,nan,nan
0,16,154.188,139.073,24.3398,23.2968,154.188,139.073,24.3398,23.2968,0,0.632456,nan,nan
0,17,707.195,139.085,19.5172,23.6528,707.195,139.085,19.5172,23.6528,0,0.611002,nan,nan
0,18,629.344,139.142,23.386,22.2878,629.344,139.142,23.386,22.2878,0,0.570529,nan,nan
0,19,649.877,139.078,22.0833,22.5927,649.877,139.078,22.0833,22.5927,0,0.564526,nan,nan
0,20,66.3447,841.714,132.58,204.422,66.3447,841.714,132.58,204.422,0,0.560311,nan,nan
0,21,232.254,138.911,18.1713,24.574,232.254,138.911,18.1713,24.574,0,0.529124,nan,nan
0,22,846.182,137.421,24.7058,25.825,846.182,137.421,24.7058,25.825,0,0.483734,nan,nan
0,23,216.076,138.622,16.8399,24.2299,216.076,138.622,16.8399,24.2299,0,0.481531,nan,nan
0,24,770.48,138.635,22.9524,23.3939,770.48,138.635,22.9524,23.3939,0,0.452956,nan,nan
0,25,391.86,137.666,16.7687,27.0566,391.86,137.666,16.7687,27.0566,0,0.372975,nan,nan
0,26,468.938,135.846,20.9801,32.7867,468.938,135.846,20.9801,32.7867,0,0.346791,nan,nan
0,27,441.029,136.686,18.2018,28.4696,441.029,136.686,18.2018,28.4696,0,0.330254,nan,nan
0,28,571.585,139.072,19.6782,25.9964,571.585,139.072,19.6782,25.9964,0,0.328887,nan,nan
0,29,37.2948,1122.45,72.1153,196.74,37.2948,1122.45,72.1153,196.74,0,0.305002,nan,nan
0,30,61.9186,135.335,25.5678,29.4452,61.9186,135.335,25.5678,29.4452,0,0.289428,nan,nan
1,1,104.768,545.17,203.902,233.641,104.768,545.17,203.902,233.641,0,0.824144,nan,nan
1,2,274.126,138.729,19.522,23.8122,274.126,138.729,19.522,23.8123,0,0.785139,nan,nan
1,3,525.588,140.244,19.2371,27.2341,525.588,140.244,19.2371,27.2341,0,0.776032,nan,nan
1,4,547.93,139.416,22.3441,25.0957,547.93,139.416,22.344,25.0957,0,0.75728,nan,nan
1,5,254.676,138.928,21.5366,23.771,254.676,138.928,21.5366,23.771,0,0.756998,nan,nan
1,6,504.006,139.529,21.9165,25.929,504.006,139.529,21.9165,25.929,0,0.755881,nan,nan
1,7,195.033,138.727,22.4634,23.3577,195.033,138.727,22.4634,23.3577,0,0.734873,nan,nan
1,8,372.064,138.349,21.675,24.7469,372.064,138.349,21.675,24.7469,0,0.729326,nan,nan
1,9,328.472,137.929,22.3608,24.8094,328.472,137.929,22.3608,24.8094,0,0.726035,nan,nan
1,10,738.259,139.1,21.397,23.1886,738.259,139.1,21.397,23.1886,0,0.725086,nan,nan
1,11,295.935,138.155,19.7328,25.3822,295.935,138.155,19.7328,25.3822,0,0.722644,nan,nan
1,12,596.342,138.442,25.7736,24.9402,596.342,138.442,25.7736,24.9402,0,0.718723,nan,nan
1,13,351.006,138.511,18.4715,24.7038,351.006,138.511,18.4715,24.7038,0,0.701607,nan,nan
1,14,112.102,138.209,23.4692,24.2867,112.102,138.209,23.4692,24.2867,0,0.664285,nan,nan
1,15,417.495,138.244,19.4698,25.1791,417.495,138.244,19.4697,25.1791,0,0.64568,nan,nan
1,16,154.182,139.077,24.3268,23.2861,154.182,139.077,24.3268,23.2861,0,0.633435,nan,nan
1,17,707.192,139.084,19.5215,23.6516,707.192,139.084,19.5215,23.6516,0,0.611283,nan,nan
1,18,629.34,139.141,23.3727,22.2859,629.34,139.141,23.3728,22.2859,0,0.572447,nan,nan
1,19,649.882,139.077,22.066,22.5906,649.882,139.077,22.0659,22.5906,0,0.567258,nan,nan
1,20,66.3373,841.952,132.564,204.093,66.3373,841.952,132.564,204.093,0,0.544083,nan,nan
1,21,232.255,138.915,18.1656,24.5468,232.255,138.915,18.1656,24.5468,0,0.530191,nan,nan
1,22,846.179,137.419,24.709,25.8408,846.179,137.419,24.709,25.8408,0,0.485314,nan,nan
1,23,216.064,138.627,16.833,24.2026,216.064,138.627,16.833,24.2026,0,0.483286,nan,nan
1,24,770.48,138.635,22.9557,23.3959,770.48,138.635,22.9558,23.3959,0,0.45227,nan,nan
1,25,391.86,137.666,16.769,27.0626,391.86,137.666,16.769,27.0626,0,0.371893,nan,nan
1,26,468.924,135.849,20.978,32.7876,468.924,135.849,20.978,32.7876,0,0.348204,nan,nan
1,27,441.026,136.689,18.2019,28.4661,441.026,136.689,18.2019,28.4661,0,0.330134,nan,nan
1,28,571.578,139.073,19.6764,25.99,571.578,139.073,19.6764,25.99,0,0.329894,nan,nan
1,29,37.2967,1122.5,72.1056,196.654,37.2967,1122.5,72.1056,196.654,0,0.30279,nan,nan
1,30,61.9228,135.336,25.5635,29.447,61.9228,135.336,25.5636,29.447,0,0.290242,nan,nan
2,1,104.747,545.132,203.917,233.611,104.747,545.132,203.917,233.611,0,0.821464,nan,nan
2,2,274.119,138.728,19.5688,23.8337,274.119,138.728,19.5688,23.8337,0,0.785143,nan,nan
2,3,525.585,140.25,19.2383,27.2647,525.585,140.25,19.2383,27.2646,0,0.774886,nan,nan
2,4,547.93,139.417,22.3507,25.113,547.93,139.417,22.3507,25.113,0,0.755753,nan,nan
2,5,254.686,138.926,21.5885,23.7835,254.686,138.926,21.5884,23.7834,0,0.755858,nan,nan
2,6,504.003,139.534,21.9275,25.9549,504.003,139.534,21.9275,25.955,0,0.754811,nan,nan
2,7,195.024,138.727,22.4993,23.375,195.024,138.727,22.4993,23.375,0,0.735204,nan,nan
2,8,372.06,138.345,21.7099,24.7844,372.06,138.345,21.71,24.7844,0,0.728903,nan,nan
2,9,328.468,137.925,22.383,24.8401,328.468,137.925,22.3829,24.8401,0,0.728111,nan,nan
2,10,738.254,139.099,21.3947,23.1944,738.254,139.099,21.3947,23.1944,0,0.726858,nan,nan
2,11,295.94,138.146,19.759,25.4201,295.94,138.146,19.759,25.4201,0,0.723243,nan,nan
2,12,596.332,138.452,25.7904,24.9929,596.332,138.452,25.7904,24.9929,0,0.717399,nan,nan
2,13,351.005,138.504,18.4777,24.7362,351.005,138.504,18.4777,24.7362,0,0.702188,nan,nan
2,14,112.101,138.202,23.4796,24.2902,112.101,138.202,23.4796,24.2902,0,0.66186,nan,nan
2,15,417.489,138.239,19.5003,25.237,417.489,138.239,19.5004,25.237,0,0.645776,nan,nan
2,16,154.333,139.028,25.126,23.3424,154.333,139.028,25.126,23.3424,0,0.63348,nan,nan
2,17,707.188,139.083,19.5327,23.6571,707.188,139.083,19.5327,23.6571,0,0.612181,nan,nan
2,18,629.332,139.142,23.3618,22.299,629.332,139.142,23.3618,22.299,0,0.572546,nan,nan
2,19,649.886,139.077,22.0548,22.5955,649.886,139.077,22.0548,22.5955,0,0.568603,nan,nan
2,20,66.5191,842.103,132.96,205.255,66.5191,842.103,132.96,205.255,0,0.513333,nan,nan
2,21,232.237,138.909,18.1846,24.5588,232.237,138.909,18.1846,24.5588,0,0.526583,nan,nan
2,22,846.179,137.422,24.6945,25.8207,846.179,137.422,24.6946,25.8207,0,0.489415,nan,nan
